Notes,States,States Code,Single-Year Ages,Single-Year Ages Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,West Virginia,54,11 years,11,2021,2021,20274
,West Virginia,54,11 years,11,2022,2022,19936
Total,West Virginia,54,11 years,11,,,61030
,West Virginia,54,12 years,12,2020,2020,21671
,West Virginia,54,12 years,12,2021,2021,20880
,West Virginia,54,12 years,12,2022,2022,20410
Total,West Virginia,54,12 years,12,,,62961
,West Virginia,54,13 years,13,2020,2020,21576
,West Virginia,54,13 years,13,2021,2021,21719
,West Virginia,54,13 years,13,2022,2022,20948
Total,West Virginia,54,13 years,13,,,64243
,West Virginia,54,14 years,14,2020,2020,21211
,West Virginia,54,14 years,14,2021,2021,21644
,West Virginia,54,14 years,14,2022,2022,21772
Total,West Virginia,54,14 years,14,,,64627
,West Virginia,54,15 years,15,2020,2020,21125
,West Virginia,54,15 years,15,2021,2021,21321
,West Virginia,54,15 years,15,2022,2022,21762
Total,West Virginia,54,15 years,15,,,64208
,West Virginia,54,16 years,16,2020,2020,21429
,West Virginia,54,16 years,16,2021,2021,21162
,West Virginia,54,16 years,16,2022,2022,21398
Total,West Virginia,54,16 years,16,,,63989
,West Virginia,54,17 years,17,2020,2020,21441
,West Virginia,54,17 years,17,2021,2021,21550
,West Virginia,54,17 years,17,2022,2022,21266
Total,West Virginia,54,17 years,17,,,64257
,West Virginia,54,18 years,18,2020,2020,22413
,West Virginia,54,18 years,18,2021,2021,21838
,West Virginia,54,18 years,18,2022,2022,21767
Total,West Virginia,54,18 years,18,,,66018
,West Virginia,54,19 years,19,2020,2020,24098
,West Virginia,54,19 years,19,2021,2021,22930
,West Virginia,54,19 years,19,2022,2022,21792
Total,West Virginia,54,19 years,19,,,68820
,West Virginia,54,20 years,20,2020,2020,23943
,West Virginia,54,20 years,20,2021,2021,24286
,West Virginia,54,20 years,20,2022,2022,22757
Total,West Virginia,54,20 years,20,,,70986
,West Virginia,54,21 years,21,2020,2020,23294
,West Virginia,54,21 years,21,2021,2021,24359
,West Virginia,54,21 years,21,2022,2022,24580
Total,West Virginia,54,21 years,21,,,72233
,West Virginia,54,22 years,22,2020,2020,22669
,West Virginia,54,22 years,22,2021,2021,23335
,West Virginia,54,22 years,22,2022,2022,24309
Total,West Virginia,54,22 years,22,,,70313
,West Virginia,54,23 years,23,2020,2020,22008
,West Virginia,54,23 years,23,2021,2021,22370
,West Virginia,54,23 years,23,2022,2022,22768
Total,West Virginia,54,23 years,23,,,67146
,West Virginia,54,24 years,24,2020,2020,21410
,West Virginia,54,24 years,24,2021,2021,21577
,West Virginia,54,24 years,24,2022,2022,21662
Total,West Virginia,54,24 years,24,,,64649
,West Virginia,54,25 years,25,2020,2020,21104
,West Virginia,54,25 years,25,2021,2021,21022
,West Virginia,54,25 years,25,2022,2022,21043
Total,West Virginia,54,25 years,25,,,63169
,West Virginia,54,26 years,26,2020,2020,20861
,West Virginia,54,26 years,26,2021,2021,20813
,West Virginia,54,26 years,26,2022,2022,20631
Total,West Virginia,54,26 years,26,,,62305
,West Virginia,54,27 years,27,2020,2020,21241
,West Virginia,54,27 years,27,2021,2021,20944
,West Virginia,54,27 years,27,2022,2022,20852
Total,West Virginia,54,27 years,27,,,63037
,West Virginia,54,28 years,28,2020,2020,22051
,West Virginia,54,28 years,28,2021,2021,21333
,West Virginia,54,28 years,28,2022,2022,20890
Total,West Virginia,54,28 years,28,,,64274
,West Virginia,54,29 years,29,2020,2020,22685
,West Virginia,54,29 years,29,2021,2021,22238
,West Virginia,54,29 years,29,2022,2022,21448
Total,West Virginia,54,29 years,29,,,66371
,West Virginia,54,30 years,30,2020,2020,22282
,West Virginia,54,30 years,30,2021,2021,22537
,West Virginia,54,30 years,30,2022,2022,21953
Total,West Virginia,54,30 years,30,,,66772
,West Virginia,54,31 years,31,2020,2020,21135
,West Virginia,54,31 years,31,2021,2021,22270
,West Virginia,54,31 years,31,2022,2022,22354
Total,West Virginia,54,31 years,31,,,65759
,West Virginia,54,32 years,32,2020,2020,20480
,West Virginia,54,32 years,32,2021,2021,21315
,West Virginia,54,32 years,32,2022,2022,22266
Total,West Virginia,54,32 years,32,,,64061
,West Virginia,54,33 years,33,2020,2020,20176
,West Virginia,54,33 years,33,2021,2021,20338
,West Virginia,54,33 years,33,2022,2022,21112
Total,West Virginia,54,33 years,33,,,61626
,West Virginia,54,34 years,34,2020,2020,20315
,West Virginia,54,34 years,34,2021,2021,20358
,West Virginia,54,34 years,34,2022,2022,20445
Total,West Virginia,54,34 years,34,,,61118
,West Virginia,54,35 years,35,2020,2020,20114
,West Virginia,54,35 years,35,2021,2021,20155
,West Virginia,54,35 years,35,2022,2022,20081
Total,West Virginia,54,35 years,35,,,60350
,West Virginia,54,36 years,36,2020,2020,20054
,West Virginia,54,36 years,36,2021,2021,20205
,West Virginia,54,36 years,36,2022,2022,20104
Total,West Virginia,54,36 years,36,,,60363
,West Virginia,54,37 years,37,2020,2020,21172
,West Virginia,54,37 years,37,2021,2021,19916
,West Virginia,54,37 years,37,2022,2022,20151
Total,West Virginia,54,37 years,37,,,61239
,West Virginia,54,38 years,38,2020,2020,21543
,West Virginia,54,38 years,38,2021,2021,21173
,West Virginia,54,38 years,38,2022,2022,19912
Total,West Virginia,54,38 years,38,,,62628
,West Virginia,54,39 years,39,2020,2020,21831
,West Virginia,54,39 years,39,2021,2021,21549
,West Virginia,54,39 years,39,2022,2022,21099
Total,West Virginia,54,39 years,39,,,64479
,West Virginia,54,40 years,40,2020,2020,22405
,West Virginia,54,40 years,40,2021,2021,21807
,West Virginia,54,40 years,40,2022,2022,21399
Total,West Virginia,54,40 years,40,,,65611
,West Virginia,54,41 years,41,2020,2020,22127
,West Virginia,54,41 years,41,2021,2021,22530
,West Virginia,54,41 years,41,2022,2022,21918
Total,West Virginia,54,41 years,41,,,66575
,West Virginia,54,42 years,42,2020,2020,22019
,West Virginia,54,42 years,42,2021,2021,22059
,West Virginia,54,42 years,42,2022,2022,22457
Total,West Virginia,54,42 years,42,,,66535
,West Virginia,54,43 years,43,2020,2020,21853
,West Virginia,54,43 years,43,2021,2021,21899
,West Virginia,54,43 years,43,2022,2022,21906
Total,West Virginia,54,43 years,43,,,65658
,West Virginia,54,44 years,44,2020,2020,21085
,West Virginia,54,44 years,44,2021,2021,21872
,West Virginia,54,44 years,44,2022,2022,21835
Total,West Virginia,54,44 years,44,,,64792
,West Virginia,54,45 years,45,2020,2020,21604
,West Virginia,54,45 years,45,2021,2021,21003
,West Virginia,54,45 years,45,2022,2022,21831
Total,West Virginia,54,45 years,45,,,64438
,West Virginia,54,46 years,46,2020,2020,21340
,West Virginia,54,46 years,46,2021,2021,21547
,West Virginia,54,46 years,46,2022,2022,20948
Total,West Virginia,54,46 years,46,,,63835
,West Virginia,54,47 years,47,2020,2020,21907
,West Virginia,54,47 years,47,2021,2021,21164
,West Virginia,54,47 years,47,2022,2022,21328
Total,West Virginia,54,47 years,47,,,64399
,West Virginia,54,48 years,48,2020,2020,23226
,West Virginia,54,48 years,48,2021,2021,21932
,West Virginia,54,48 years,48,2022,2022,21165
Total,West Virginia,54,48 years,48,,,66323
,West Virginia,54,49 years,49,2020,2020,24545
,West Virginia,54,49 years,49,2021,2021,23030
,West Virginia,54,49 years,49,2022,2022,21781
Total,West Virginia,54,49 years,49,,,69356
,West Virginia,54,50 years,50,2020,2020,23794
,West Virginia,54,50 years,50,2021,2021,24434
,West Virginia,54,50 years,50,2022,2022,22956
Total,West Virginia,54,50 years,50,,,71184
,West Virginia,54,51 years,51,2020,2020,22932
,West Virginia,54,51 years,51,2021,2021,23776
,West Virginia,54,51 years,51,2022,2022,24438
Total,West Virginia,54,51 years,51,,,71146
,West Virginia,54,52 years,52,2020,2020,22556
,West Virginia,54,52 years,52,2021,2021,22832
,West Virginia,54,52 years,52,2022,2022,23718
Total,West Virginia,54,52 years,52,,,69106
,West Virginia,54,53 years,53,2020,2020,22797
,West Virginia,54,53 years,53,2021,2021,22214
,West Virginia,54,53 years,53,2022,2022,22556
Total,West Virginia,54,53 years,53,,,67567
,West Virginia,54,54 years,54,2020,2020,23108
,West Virginia,54,54 years,54,2021,2021,22703
,West Virginia,54,54 years,54,2022,2022,22137
Total,West Virginia,54,54 years,54,,,67948
,West Virginia,54,55 years,55,2020,2020,24135
,West Virginia,54,55 years,55,2021,2021,22945
,West Virginia,54,55 years,55,2022,2022,22521
Total,West Virginia,54,55 years,55,,,69601
,West Virginia,54,56 years,56,2020,2020,24719
,West Virginia,54,56 years,56,2021,2021,23981
,West Virginia,54,56 years,56,2022,2022,22802
Total,West Virginia,54,56 years,56,,,71502
,West Virginia,54,57 years,57,2020,2020,24608
,West Virginia,54,57 years,57,2021,2021,24423
,West Virginia,54,57 years,57,2022,2022,23736
Total,West Virginia,54,57 years,57,,,72767
,West Virginia,54,58 years,58,2020,2020,24807
,West Virginia,54,58 years,58,2021,2021,24353
,West Virginia,54,58 years,58,2022,2022,24158
Total,West Virginia,54,58 years,58,,,73318
,West Virginia,54,59 years,59,2020,2020,25228
,West Virginia,54,59 years,59,2021,2021,24479
,West Virginia,54,59 years,59,2022,2022,24100
Total,West Virginia,54,59 years,59,,,73807
,West Virginia,54,60 years,60,2020,2020,25157
,West Virginia,54,60 years,60,2021,2021,24909
,West Virginia,54,60 years,60,2022,2022,24167
Total,West Virginia,54,60 years,60,,,74233
,West Virginia,54,61 years,61,2020,2020,25719
,West Virginia,54,61 years,61,2021,2021,24862
,West Virginia,54,61 years,61,2022,2022,24673
Total,West Virginia,54,61 years,61,,,75254
,West Virginia,54,62 years,62,2020,2020,26187
,West Virginia,54,62 years,62,2021,2021,25359
,West Virginia,54,62 years,62,2022,2022,24400
Total,West Virginia,54,62 years,62,,,75946
,West Virginia,54,63 years,63,2020,2020,25999
,West Virginia,54,63 years,63,2021,2021,25792
,West Virginia,54,63 years,63,2022,2022,24922
Total,West Virginia,54,63 years,63,,,76713
,West Virginia,54,64 years,64,2020,2020,24858
,West Virginia,54,64 years,64,2021,2021,25586
,West Virginia,54,64 years,64,2022,2022,25307
Total,West Virginia,54,64 years,64,,,75751
,West Virginia,54,65 years,65,2020,2020,24727
,West Virginia,54,65 years,65,2021,2021,24380
,West Virginia,54,65 years,65,2022,2022,24993
Total,West Virginia,54,65 years,65,,,74100
,West Virginia,54,66 years,66,2020,2020,24339
,West Virginia,54,66 years,66,2021,2021,24307
,West Virginia,54,66 years,66,2022,2022,23986
Total,West Virginia,54,66 years,66,,,72632
,West Virginia,54,67 years,67,2020,2020,23808
,West Virginia,54,67 years,67,2021,2021,23839
,West Virginia,54,67 years,67,2022,2022,23795
Total,West Virginia,54,67 years,67,,,71442
,West Virginia,54,68 years,68,2020,2020,23510
,West Virginia,54,68 years,68,2021,2021,23325
,West Virginia,54,68 years,68,2022,2022,23279
Total,West Virginia,54,68 years,68,,,70114
,West Virginia,54,69 years,69,2020,2020,22638
,West Virginia,54,69 years,69,2021,2021,22899
,West Virginia,54,69 years,69,2022,2022,22659
Total,West Virginia,54,69 years,69,,,68196
,West Virginia,54,70 years,70,2020,2020,21842
,West Virginia,54,70 years,70,2021,2021,22051
,West Virginia,54,70 years,70,2022,2022,22314
Total,West Virginia,54,70 years,70,,,66207
,West Virginia,54,71 years,71,2020,2020,21732
,West Virginia,54,71 years,71,2021,2021,21279
,West Virginia,54,71 years,71,2022,2022,21413
Total,West Virginia,54,71 years,71,,,64424
,West Virginia,54,72 years,72,2020,2020,20954
,West Virginia,54,72 years,72,2021,2021,21093
,West Virginia,54,72 years,72,2022,2022,20698
Total,West Virginia,54,72 years,72,,,62745
,West Virginia,54,73 years,73,2020,2020,21984
,West Virginia,54,73 years,73,2021,2021,20241
,West Virginia,54,73 years,73,2022,2022,20358
Total,West Virginia,54,73 years,73,,,62583
,West Virginia,54,74 years,74,2020,2020,14796
,West Virginia,54,74 years,74,2021,2021,21210
,West Virginia,54,74 years,74,2022,2022,19461
Total,West Virginia,54,74 years,74,,,55467
,West Virginia,54,75 years,75,2020,2020,14186
,West Virginia,54,75 years,75,2021,2021,14170
,West Virginia,54,75 years,75,2022,2022,20354
Total,West Virginia,54,75 years,75,,,48710
,West Virginia,54,76 years,76,2020,2020,13755
,West Virginia,54,76 years,76,2021,2021,13534
,West Virginia,54,76 years,76,2022,2022,13512
Total,West Virginia,54,76 years,76,,,40801
,West Virginia,54,77 years,77,2020,2020,13987
,West Virginia,54,77 years,77,2021,2021,13059
,West Virginia,54,77 years,77,2022,2022,12806
Total,West Virginia,54,77 years,77,,,39852
,West Virginia,54,78 years,78,2020,2020,11940
,West Virginia,54,78 years,78,2021,2021,13243
,West Virginia,54,78 years,78,2022,2022,12357
Total,West Virginia,54,78 years,78,,,37540
,West Virginia,54,79 years,79,2020,2020,10966
,West Virginia,54,79 years,79,2021,2021,11284
,West Virginia,54,79 years,79,2022,2022,12382
Total,West Virginia,54,79 years,79,,,34632
,West Virginia,54,80 years,80,2020,2020,9887
,West Virginia,54,80 years,80,2021,2021,10196
,West Virginia,54,80 years,80,2022,2022,10355
Total,West Virginia,54,80 years,80,,,30438
,West Virginia,54,81 years,81,2020,2020,9341
,West Virginia,54,81 years,81,2021,2021,9216
,West Virginia,54,81 years,81,2022,2022,9454
Total,West Virginia,54,81 years,81,,,28011
,West Virginia,54,82 years,82,2020,2020,8801
,West Virginia,54,82 years,82,2021,2021,8566
,West Virginia,54,82 years,82,2022,2022,8362
Total,West Virginia,54,82 years,82,,,25729
,West Virginia,54,83 years,83,2020,2020,7846
,West Virginia,54,83 years,83,2021,2021,8001
,West Virginia,54,83 years,83,2022,2022,7705
Total,West Virginia,54,83 years,83,,,23552
,West Virginia,54,84 years,84,2020,2020,7076
,West Virginia,54,84 years,84,2021,2021,7082
,West Virginia,54,84 years,84,2022,2022,7115
Total,West Virginia,54,84 years,84,,,21273
,West Virginia,54,85+ years,85+,2020,2020,39384
,West Virginia,54,85+ years,85+,2021,2021,39268
,West Virginia,54,85+ years,85+,2022,2022,38741
Total,West Virginia,54,85+ years,85+,,,117393
Total,West Virginia,54,,,,,5352102
,Wisconsin,55,< 1 year,0,2020,2020,62382
,Wisconsin,55,< 1 year,0,2021,2021,59668
,Wisconsin,55,< 1 year,0,2022,2022,61278
Total,Wisconsin,55,< 1 year,0,,,183328
,Wisconsin,55,1 year,1,2020,2020,62947
,Wisconsin,55,1 year,1,2021,2021,62954
,Wisconsin,55,1 year,1,2022,2022,59985
Total,Wisconsin,55,1 year,1,,,185886
,Wisconsin,55,2 years,2,2020,2020,64336
,Wisconsin,55,2 years,2,2021,2021,63260
,Wisconsin,55,2 years,2,2022,2022,63254
Total,Wisconsin,55,2 years,2,,,190850
,Wisconsin,55,3 years,3,2020,2020,65970
,Wisconsin,55,3 years,3,2021,2021,64526
,Wisconsin,55,3 years,3,2022,2022,63448
Total,Wisconsin,55,3 years,3,,,193944
,Wisconsin,55,4 years,4,2020,2020,67776
,Wisconsin,55,4 years,4,2021,2021,66113
,Wisconsin,55,4 years,4,2022,2022,64657
Total,Wisconsin,55,4 years,4,,,198546
,Wisconsin,55,5 years,5,2020,2020,68318
,Wisconsin,55,5 years,5,2021,2021,68001
,Wisconsin,55,5 years,5,2022,2022,66356
Total,Wisconsin,55,5 years,5,,,202675
,Wisconsin,55,6 years,6,2020,2020,68240
,Wisconsin,55,6 years,6,2021,2021,68399
,Wisconsin,55,6 years,6,2022,2022,68106
Total,Wisconsin,55,6 years,6,,,204745
,Wisconsin,55,7 years,7,2020,2020,68361
,Wisconsin,55,7 years,7,2021,2021,68417
,Wisconsin,55,7 years,7,2022,2022,68554
Total,Wisconsin,55,7 years,7,,,205332
,Wisconsin,55,8 years,8,2020,2020,68683
,Wisconsin,55,8 years,8,2021,2021,68386
,Wisconsin,55,8 years,8,2022,2022,68429
Total,Wisconsin,55,8 years,8,,,205498
,Wisconsin,55,9 years,9,2020,2020,69667
,Wisconsin,55,9 years,9,2021,2021,68829
,Wisconsin,55,9 years,9,2022,2022,68471
Total,Wisconsin,55,9 years,9,,,206967
,Wisconsin,55,10 years,10,2020,2020,72557
,Wisconsin,55,10 years,10,2021,2021,69756
,Wisconsin,55,10 years,10,2022,2022,68934
Total,Wisconsin,55,10 years,10,,,211247
,Wisconsin,55,11 years,11,2020,2020,74341
,Wisconsin,55,11 years,11,2021,2021,72575
,Wisconsin,55,11 years,11,2022,2022,69750
Total,Wisconsin,55,11 years,11,,,216666
,Wisconsin,55,12 years,12,2020,2020,77066
,Wisconsin,55,12 years,12,2021,2021,74352
,Wisconsin,55,12 years,12,2022,2022,72743
Total,Wisconsin,55,12 years,12,,,224161
,Wisconsin,55,13 years,13,2020,2020,77328
,Wisconsin,55,13 years,13,2021,2021,77212
,Wisconsin,55,13 years,13,2022,2022,74505
Total,Wisconsin,55,13 years,13,,,229045
,Wisconsin,55,14 years,14,2020,2020,76518
,Wisconsin,55,14 years,14,2021,2021,77597
,Wisconsin,55,14 years,14,2022,2022,77357
Total,Wisconsin,55,14 years,14,,,231472
,Wisconsin,55,15 years,15,2020,2020,75802
,Wisconsin,55,15 years,15,2021,2021,76423
,Wisconsin,55,15 years,15,2022,2022,77513
Total,Wisconsin,55,15 years,15,,,229738
,Wisconsin,55,16 years,16,2020,2020,76754
,Wisconsin,55,16 years,16,2021,2021,75785
,Wisconsin,55,16 years,16,2022,2022,76411
Total,Wisconsin,55,16 years,16,,,228950
,Wisconsin,55,17 years,17,2020,2020,76239
,Wisconsin,55,17 years,17,2021,2021,76614
,Wisconsin,55,17 years,17,2022,2022,75878
Total,Wisconsin,55,17 years,17,,,228731
,Wisconsin,55,18 years,18,2020,2020,78768
,Wisconsin,55,18 years,18,2021,2021,73622
,Wisconsin,55,18 years,18,2022,2022,75717
Total,Wisconsin,55,18 years,18,,,228107
,Wisconsin,55,19 years,19,2020,2020,88091
,Wisconsin,55,19 years,19,2021,2021,76767
,Wisconsin,55,19 years,19,2022,2022,78041
Total,Wisconsin,55,19 years,19,,,242899
,Wisconsin,55,20 years,20,2020,2020,87031
,Wisconsin,55,20 years,20,2021,2021,84830
,Wisconsin,55,20 years,20,2022,2022,81608
Total,Wisconsin,55,20 years,20,,,253469
,Wisconsin,55,21 years,21,2020,2020,83045
,Wisconsin,55,21 years,21,2021,2021,85066
,Wisconsin,55,21 years,21,2022,2022,86981
Total,Wisconsin,55,21 years,21,,,255092
,Wisconsin,55,22 years,22,2020,2020,80897
,Wisconsin,55,22 years,22,2021,2021,82275
,Wisconsin,55,22 years,22,2022,2022,86206
Total,Wisconsin,55,22 years,22,,,249378
,Wisconsin,55,23 years,23,2020,2020,77400
,Wisconsin,55,23 years,23,2021,2021,78670
,Wisconsin,55,23 years,23,2022,2022,80910
Total,Wisconsin,55,23 years,23,,,236980
,Wisconsin,55,24 years,24,2020,2020,74241
